Ethereum ClassicETC,"['25.53', '25.52', '25.52', '25.49', '25.49', '25.49', '25.49', '25.53', '25.53', '25.51', '25.51', '25.49', '25.47', '25.47', '25.46', '25.46', '25.46', '25.46', '25.44', '25.44', '25.46', '25.46', '25.48', '25.48', '25.48', '25.48', '25.49', '25.49', '25.46', '25.46']"
FilecoinFIL,"['21.31', '21.32', '21.32', '21.39', '21.39', '21.39', '21.39', '21.51', '21.51', '21.44', '21.44', '21.34', '21.33', '21.33', '21.31', '21.31', '21.31', '21.31', '21.31', '21.31', '21.24', '21.24', '21.25', '21.25', '21.26', '21.26', '21.28', '21.28', '21.23', '21.23']"
Axie InfinityAXS,"['52.44', '52.43', '52.43', '52.40', '52.40', '52.40', '52.40', '52.39', '52.39', '52.32', '52.32', '52.24', '52.19', '52.19', '52.10', '52.10', '52.10', '52.10', '52.05', '52.05', '52.10', '52.10', '52.15', '52.15', '52.16', '52.16', '52.18', '52.18', '52.11', '52.11']"
KlaytnKLAY,"['1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19', '1.19']"
HeliumHNT,"['28.28', '28.27', '28.27', '28.33', '28.33', '28.33', '28.33', '28.44', '28.44', '28.40', '28.40', '28.37', '28.35', '28.35', '28.34', '28.34', '28.34', '28.34', '28.33', '28.33', '28.35', '28.35', '28.43', '28.43', '28.44', '28.44', '28.41', '28.41', '28.40', '28.40']"
TezosXTZ,"['3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.45', '3.45', '3.45', '3.45', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.43', '3.43', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.44', '3.43', '3.43']"
ElrondEGLD,"['144.89', '144.84', '144.84', '144.71', '144.71', '144.71', '144.71', '144.93', '144.93', '144.72', '144.72', '144.50', '144.23', '144.23', '144.15', '144.15', '144.15', '144.15', '143.98', '143.98', '144.15', '144.15', '144.28', '144.28', '144.28', '144.28', '144.27', '144.27', '144.09', '144.09']"
Theta NetworkTHETA,"['2.91', '2.91', '2.91', '2.91', '2.91', '2.91', '2.91', '2.92', '2.92', '2.91', '2.91', '2.90', '2.90', '2.90', '2.89', '2.89', '2.89', '2.89', '2.89', '2.89', '2.90', '2.90', '2.90', '2.90', '2.90', '2.90', '2.90', '2.90', '2.89', '2.89']"
MoneroXMR,"['145.64', '145.53', '145.53', '145.34', '145.34', '145.34', '145.34', '145.46', '145.46', '145.43', '145.43', '145.12', '145.02', '145.02', '144.94', '144.94', '144.94', '144.94', '144.79', '144.79', '144.82', '144.82', '144.58', '144.58', '144.50', '144.50', '144.51', '144.51', '144.45', '144.45']"
IOTAMIOTA,"['0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83', '0.83']"
EOSEOS,"['2.35', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.35', '2.35', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34', '2.34']"
FlowFLOW,"['6.98', '6.97', '6.97', '6.95', '6.95', '6.95', '6.95', '6.95', '6.95', '6.94', '6.94', '6.95', '6.94', '6.94', '6.92', '6.92', '6.92', '6.92', '6.93', '6.93', '6.94', '6.94', '6.93', '6.93', '6.93', '6.93', '6.93', '6.93', '6.92', '6.92']"
HarmonyONE,"['0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19']"
AaveAAVE,"['157.63', '157.61', '157.61', '157.61', '157.61', '157.61', '157.61', '157.82', '157.82', '157.68', '157.68', '157.46', '157.34', '157.34', '157.20', '157.20', '157.20', '157.20', '157.01', '157.01', '157.18', '157.18', '157.19', '157.19', '157.20', '157.20', '157.17', '157.17', '156.83', '156.83']"
MakerMKR,"['2116.42', '2116.14', '2116.14', '2117.18', '2117.18', '2117.18', '2117.18', '2122.25', '2122.25', '2122.25', '2122.25', '2120.73', '2119.18', '2119.18', '2116.54', '2116.54', '2116.54', '2116.54', '2113.01', '2113.01', '2117.62', '2117.62', '2119.50', '2119.50', '2119.90', '2119.90', '2121.08', '2121.08', '2120.13', '2120.13']"
BitTorrent (New)BTT,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
PancakeSwapCAKE,"['7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.56', '7.55', '7.55', '7.55', '7.54', '7.54', '7.54', '7.54', '7.53', '7.53', '7.54', '7.54', '7.54', '7.54', '7.54', '7.54', '7.54', '7.54', '7.53', '7.53']"
StacksSTX,"['1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.49', '1.49', '1.49', '1.49', '1.49', '1.49', '1.49', '1.49', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50', '1.50']"
The GraphGRT,"['0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41', '0.41']"
Bitcoin SVBSV,"['91.38', '91.38', '91.38', '91.37', '91.37', '91.37', '91.37', '91.53', '91.53', '91.65', '91.65', '91.57', '91.51', '91.51', '91.43', '91.43', '91.43', '91.43', '91.41', '91.41', '91.54', '91.54', '91.64', '91.64', '91.64', '91.64', '91.65', '91.65', '91.57', '91.57']"
Enjin CoinENJ,"['1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.90', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.89', '1.90', '1.90', '1.89', '1.89']"
TrueUSDTUSD,"['1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00', '1.00']"
eCashXEC,"['0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00']"
Curve DAO TokenCRV,"['3.18', '3.18', '3.18', '3.18', '3.18', '3.18', '3.18', '3.19', '3.19', '3.19', '3.19', '3.18', '3.18', '3.18', '3.18', '3.18', '3.18', '3.18', '3.17', '3.17', '3.19', '3.19', '3.19', '3.19', '3.19', '3.19', '3.19', '3.19', '3.19', '3.19']"
KuCoin TokenKCS,"['17.89', '17.86', '17.86', '17.86', '17.86', '17.86', '17.86', '17.87', '17.87', '17.84', '17.84', '17.83', '17.80', '17.80', '17.83', '17.83', '17.83', '17.83', '17.82', '17.82', '17.83', '17.83', '17.84', '17.84', '17.83', '17.83', '17.84', '17.84', '17.82', '17.82']"
Huobi TokenHT,"['9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.01', '9.01', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.02', '9.03', '9.03', '9.03', '9.03', '9.03', '9.03', '9.02', '9.02', '9.01', '9.01']"
KusamaKSM,"['163.60', '163.58', '163.58', '163.48', '163.48', '163.48', '163.48', '163.71', '163.71', '163.51', '163.51', '163.33', '163.23', '163.23', '163.03', '163.03', '163.03', '163.03', '163.03', '163.03', '163.21', '163.21', '163.32', '163.32', '163.30', '163.30', '163.23', '163.23', '163.13', '163.13']"
NeoNEO,"['19.59', '19.58', '19.58', '19.58', '19.58', '19.58', '19.58', '19.61', '19.61', '19.59', '19.59', '19.58', '19.57', '19.57', '19.56', '19.56', '19.56', '19.56', '19.56', '19.56', '19.58', '19.58', '19.59', '19.59', '19.59', '19.59', '19.60', '19.60', '19.58', '19.58']"
LoopringLRC,"['1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.03', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02', '1.02']"
THORChainRUNE,"['4.13', '4.13', '4.13', '4.12', '4.12', '4.12', '4.12', '4.13', '4.13', '4.13', '4.13', '4.12', '4.12', '4.12', '4.12', '4.12', '4.12', '4.12', '4.10', '4.10', '4.12', '4.12', '4.11', '4.11', '4.11', '4.11', '4.11', '4.11', '4.10', '4.10']"
GalaGALA,"['0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.20', '0.20', '0.20', '0.20', '0.20', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19']"
ArweaveAR,"['39.83', '39.73', '39.73', '39.56', '39.56', '39.56', '39.56', '39.49', '39.49', '39.40', '39.40', '39.31', '39.28', '39.28', '39.29', '39.29', '39.29', '39.29', '39.19', '39.19', '39.18', '39.18', '39.07', '39.07', '39.05', '39.05', '39.04', '39.04', '39.15', '39.15']"
Convex FinanceCVX,"['27.01', '27.01', '27.01', '27.03', '27.03', '27.03', '27.03', '27.04', '27.04', '27.06', '27.06', '27.06', '27.05', '27.05', '27.02', '27.02', '27.02', '27.02', '27.01', '27.01', '27.03', '27.03', '27.06', '27.06', '27.11', '27.11', '27.21', '27.21', '27.20', '27.20']"
ZcashZEC,"['94.47', '94.46', '94.46', '94.35', '94.35', '94.35', '94.35', '94.42', '94.42', '94.29', '94.29', '94.16', '94.12', '94.12', '94.00', '94.00', '94.00', '94.00', '93.94', '93.94', '94.07', '94.07', '94.09', '94.09', '94.08', '94.08', '94.10', '94.10', '93.98', '93.98']"
OKBOKB,"['21.46', '21.45', '21.45', '21.44', '21.44', '21.44', '21.44', '21.46', '21.46', '21.49', '21.49', '21.51', '21.49', '21.49', '21.47', '21.47', '21.47', '21.47', '21.47', '21.47', '21.48', '21.48', '21.50', '21.50', '21.50', '21.50', '21.51', '21.51', '21.49', '21.49']"
Basic Attention TokenBAT,"['0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85', '0.85']"
AmpAMP,"['0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03', '0.03']"
CeloCELO,"['3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.16', '3.16', '3.16', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.15', '3.14', '3.14']"
NexoNEXO,"['2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.09', '2.08', '2.08']"
QuantQNT,"['96.57', '96.51', '96.51', '96.43', '96.43', '96.43', '96.43', '96.36', '96.36', '96.36', '96.36', '96.41', '96.35', '96.35', '96.31', '96.31', '96.31', '96.31', '96.26', '96.26', '96.49', '96.49', '96.49', '96.49', '96.44', '96.44', '96.30', '96.30', '96.19', '96.19']"
Oasis NetworkROSE,"['0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32', '0.32']"
ChilizCHZ,"['0.18', '0.18', '0.18', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19', '0.19']"
KadenaKDA,"['6.18', '6.18', '6.18', '6.17', '6.17', '6.17', '6.17', '6.16', '6.16', '6.14', '6.14', '6.14', '6.08', '6.08', '6.05', '6.05', '6.05', '6.05', '6.07', '6.07', '6.09', '6.09', '6.13', '6.13', '6.14', '6.14', '6.13', '6.13', '6.09', '6.09']"
SymbolXYM,"['0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18']"
DashDASH,"['94.27', '94.25', '94.25', '94.24', '94.24', '94.24', '94.24', '94.42', '94.42', '94.34', '94.34', '94.29', '94.25', '94.25', '94.17', '94.17', '94.17', '94.17', '94.13', '94.13', '94.21', '94.21', '94.24', '94.24', '94.25', '94.25', '94.25', '94.25', '94.14', '94.14']"
WavesWAVES,"['9.11', '9.11', '9.11', '9.10', '9.10', '9.10', '9.10', '9.12', '9.12', '9.10', '9.10', '9.09', '9.09', '9.09', '9.08', '9.08', '9.08', '9.08', '9.05', '9.05', '9.06', '9.06', '9.06', '9.06', '9.06', '9.06', '9.05', '9.05', '9.05', '9.05']"
Theta FuelTFUEL,"['0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18', '0.18']"
